Rank,Claimed,Balance,Change%
1910,21221.176666666663,0.0008633251899823,-0.9999999593177512
1911,21218.505,7.275957614183426e-12,-0.9999999999999996
1912,21217.33747,7.275957614183426e-12,-0.9999999999999996
1913,21207.40634,9.094947017729282e-13,-1.0
1914,21194.09569,-1.8189894035458565e-12,-1.0000000000000002
1915,21181.48833,0.0,-1.0
1916,21171.4,0.0,-1.0
1917,21153.1425,1.1641532182693479e-10,-0.9999999999999944
1918,21145.27333333333,0.0,-1.0
1919,21139.48666666667,-5.2295945351943366e-12,-1.0000000000000002
1920,21125.516825,0.0,-1.0
1921,21096.95583212606,2.0463630789890885e-12,-0.9999999999999998
1922,21091.62583,-1.8189894035458565e-12,-1.0
1923,21088.375,-6.821210263296962e-13,-1.0
1924,21084.05833333333,-2.387423592153937e-12,-1.0000000000000002
1925,21083.335,7.275957614183426e-12,-0.9999999999999996
1926,21083.035,15076.75172,-0.2848870326307384
1927,21082.9675,3980.424034295452,-0.811201908161389
1928,21082.47923,0.0,-1.0
1929,21081.50333333333,-3.865352482534945e-12,-1.0000000000000002
1930,21081.17656042109,-4.547473508864641e-13,-1.0
1931,21077.477762668077,4.092726157978177e-12,-0.9999999999999998
1932,21075.27333333333,4.547473508864641e-13,-1.0
1933,21074.99915700844,-2.9558577807620168e-12,-1.0000000000000002
1934,21071.89583333333,0.0,-1.0
1935,21071.72083333333,4.547473508864641e-13,-1.0
1936,21070.33533,4.547473508864641e-13,-1.0
1937,21069.53873,0.0,-1.0
1938,21068.79044,0.0,-1.0
1939,21067.25546,0.0,-1.0
1940,21057.52507,0.0,-1.0
1941,21057.4908,0.0,-1.0
1942,21056.04666666667,0.0014476247163202,-0.9999999312489786
1943,21055.40826,0.0,-1.0
1944,21041.15932,4.547473508864641e-13,-1.0
1945,21040.54166666667,-9.094947017729282e-13,-1.0
1946,21037.29833333333,-9.094947017729282e-13,-1.0
1947,21022.28,0.0,-1.0
1948,21012.355,24992.68247,0.1894279565522284
1949,21008.14333333333,3.637978807091713e-12,-0.9999999999999998
1950,21001.99,0.0,-1.0
1951,20991.44,0.0,-1.0
1952,20985.17166666667,-6.821210263296962e-13,-1.0
1953,20980.14916666667,-2.7284841053187847e-12,-1.0000000000000002
1954,20968.41833333333,1979.3986549168528,-0.9056009555203208
1955,20956.43666666667,1.3642420526593924e-12,-1.0
1956,20940.511666666676,0.0001216666722712,-0.9999999941898904
1957,20931.48166666667,-5.1159076974727205e-12,-1.0000000000000002
1958,20923.42884,-1.8189894035458565e-12,-1.0000000000000002
1959,20916.09028,0.0,-1.0
1960,20909.513000000003,2.273736754432321e-12,-0.9999999999999998
1961,20907.2733000687,9.094947017729282e-13,-1.0
1962,20894.6,3.637978807091713e-12,-0.9999999999999998
1963,20891.92142,1.3642420526593924e-12,-1.0
1964,20886.750000000004,0.0,-1.0
1965,20876.48214,0.0,-1.0
1966,20875.16337,3.637978807091713e-12,-0.9999999999999998
1967,20866.99416666667,4510.354798834161,-0.7838522039729572
1968,20864.8616,0.0,-1.0
1969,20863.67176,0.0,-1.0
1970,20857.70128,20857.70128,0.0
1971,20845.66419,1.3642420526593924e-12,-1.0
1972,20833.28333333333,6922.589526666663,-0.6677149052357727
1973,20832.22357,0.0,-1.0
1974,20828.45288,0.0,-1.0
1975,20807.55,1.3642420526593924e-12,-1.0
1976,20802.11,-7.958078640513122e-13,-1.0
1977,20799.41931,8.640199666842818e-12,-0.9999999999999996
1978,20786.3425,4513.084969018896,-0.782882199260457
1979,20778.12941,2.7284841053187847e-12,-0.9999999999999998
1980,20759.97,-3.637978807091713e-12,-1.0000000000000002
1981,20748.01749009968,0.0,-1.0
1982,20737.17707,0.0,-1.0
1983,20711.425000000003,1955.1387791559737,-0.9056009531378948
1984,20701.62578,0.0,-1.0
1985,20691.43416666667,0.0,-1.0
1986,20682.83583333333,2928.6599437380137,-0.8584014316345314
1987,20668.19416666667,-9.094947017729282e-13,-1.0
1988,20653.49,0.0,-1.0
1989,20651.8025,5.4569682106375694e-12,-0.9999999999999996
1990,20631.43749,0.0,-1.0
1991,20627.7505768859,0.0,-1.0
1992,20622.81402,0.0,-1.0
1993,20617.49698,2.7284841053187847e-12,-0.9999999999999998
1994,20617.293810000003,-5.4569682106375694e-12,-1.0000000000000004
1995,20597.04,0.0,-1.0
1996,20560.65666666667,3.410605131648481e-13,-1.0
1997,20552.22038,0.0,-1.0
1998,20540.49266,-3.410605131648481e-13,-1.0
1999,20540.27918,-4.547473508864641e-13,-1.0
2000,20536.75796,-3.637978807091713e-12,-1.0000000000000002
2001,20528.57913001717,1937.878288216969,-0.9056009538729656
2002,20523.50719531629,2955.69953236456,-0.8559846762916288
2003,20521.44561791288,-3.865352482534945e-12,-1.0000000000000002
2004,20500.87666666667,-3.183231456205249e-12,-1.0000000000000002
2005,20485.09166666667,2900.6596739871884,-0.8584014306019855
2006,20484.255,20484.255,0.0
2007,20476.93666666667,2899.5048587671613,-0.8584014344544458
2008,20466.70133,3.637978807091713e-12,-0.9999999999999998
2009,20463.19161,0.1604074195493012,-0.9999921611729682
2010,20426.07583333333,-1.3642420526593924e-12,-1.0
2011,20425.60333333333,954.9326398730916,-0.9532482529749954
2012,20415.59228,251.3822799999998,-0.9876867505702364
2013,20405.07,963.1095402149322,-0.9528004784979942
2014,20399.77333333333,3.865352482534945e-12,-0.9999999999999998
2015,20394.651666666672,4.547473508864641e-13,-1.0
2016,20394.2725,0.1998470957144036,-0.9999902008225244
2017,20385.82,0.0,-1.0
2018,20354.95,3.410605131648481e-12,-0.9999999999999998
2019,20352.00484,-1.8189894035458565e-12,-1.0
2020,20347.9123,1.3642420526593924e-12,-1.0
2021,20341.28,-3.637978807091713e-12,-1.0000000000000002
2022,20327.54999,0.0,-1.0
2023,20315.28765,0.0,-1.0
2024,20314.68242738011,9.094947017729282e-13,-1.0
2025,20314.31077,0.0,-1.0
2026,20308.901666666672,958.5704668779692,-0.9528004772187516
2027,20280.1,-2.501110429875553e-12,-1.0000000000000002
2028,20279.79435,9.094947017729282e-13,-1.0
2029,20275.90575,0.0,-1.0
2030,20268.92743995449,3.183231456205249e-12,-0.9999999999999998
2031,20241.7425,-6.480149750132114e-12,-1.0000000000000004
2032,20239.590900000003,3.637978807091713e-12,-0.9999999999999998
2033,20229.975327410608,0.072274065221336,-0.9999964273774906
2034,20228.4775,7676.39596687493,-0.6205153864459186
2035,20223.46666666667,0.0759180909242331,-0.9999962460397036
2036,20223.176830000004,5.4569682106375694e-12,-0.9999999999999996
2037,20175.87079659292,6.821210263296962e-12,-0.9999999999999996
2038,20166.74385557453,2050.160280172062,-0.8983395487712632
2039,20139.22812,0.0,-1.0
2040,20138.21,-9.094947017729282e-13,-1.0
2041,20127.89333333333,950.0269668711284,-0.952800476873662
2042,20125.45,0.0,-1.0
2043,20095.19599,0.0,-1.0
2044,20086.37007,6.999999914114596e-05,-0.99999999651505
2045,20086.02507,0.0,-1.0
2046,20077.56333333333,-1.7053025658242404e-12,-1.0
2047,20077.42,0.0,-1.0
2048,20076.20056,-4.547473508864641e-13,-1.0
2049,20062.43117534349,-2.273736754432321e-13,-1.0
2050,20059.73897,0.0,-1.0
2051,20051.06739,0.0,-1.0
2052,20048.93333333333,9500.861738937783,-0.5261163483873896
2053,20042.99022,0.0,-1.0
2054,20033.79,0.0,-1.0
2055,20023.78149,6.536993168992923e-13,-1.0
2056,20018.2675,-6.366462912410498e-12,-1.0000000000000004
2057,20006.83214,0.0,-1.0
2058,20005.03645,0.0,-1.0
2059,19995.89057,-5.002220859751105e-12,-1.0000000000000002
2060,19994.1184,0.0,-1.0
2061,19980.99867,0.0,-1.0
2062,19969.75844,0.0,-1.0
2063,19964.0609,0.0,-1.0
2064,19957.88686,0.0,-1.0
2065,19927.21312,7.275957614183426e-12,-0.9999999999999996
2066,19921.42032,3.353761712787673e-12,-0.9999999999999998
2067,19910.750000000004,0.0,-1.0
2068,19907.76,1.4551915228366852e-11,-0.9999999999999992
2069,19906.7925,1879.1822015033467,-0.905600954975376
2070,19898.34396,-4.547473508864641e-13,-1.0
2071,19894.49583333333,-3.410605131648481e-12,-1.0000000000000002
2072,19890.75082352792,-1.3642420526593924e-12,-1.0
2073,19890.41065,0.0,-1.0
2074,19887.72284,0.0,-1.0
2075,19865.14392748399,-1.3642420526593924e-12,-1.0
2076,19855.45456,-3.637978807091713e-12,-1.0000000000000002
2077,19840.835,0.7542505238983495,-0.9999619849404574
2078,19803.42623096186,-6.821210263296962e-13,-1.0
2079,19785.99583333333,3.865352482534945e-12,-0.9999999999999998
2080,19776.3125,2.273736754432321e-13,-1.0
2081,19766.53174,0.0,-1.0
2082,19752.58757498984,-1.4779288903810084e-12,-1.0
2083,19750.4125,0.0,-1.0
2084,19746.63409,1.4551915228366852e-11,-0.9999999999999992
2085,19745.4908,0.0,-1.0
2086,19743.80293,1.4551915228366852e-11,-0.9999999999999992
2087,19742.52897,-3.637978807091713e-12,-1.0000000000000002
2088,19742.140833333327,0.648707060607876,-0.9999671409972156
2089,19738.86668,0.0,-1.0
2090,19730.32830846814,-2.9558577807620168e-12,-1.0000000000000002
2091,19721.190970000003,0.0,-1.0
2092,19721.09554,9721.095539999998,-0.5070712212573156
2093,19704.08416666667,-1.8189894035458565e-12,-1.0000000000000002
2094,19695.9628,0.0,-1.0
2095,19671.35394,19671.35394,0.0
2096,19646.15916666667,1.1368683772161605e-12,-1.0
2097,19637.25,0.0,-1.0
2098,19615.74914,0.0,-1.0
2099,19601.835107,4.547473508864641e-13,-1.0
2100,19599.8775,5.924612196395174e-06,-0.999999999697722
2101,19577.83333333333,3696.257449623675,-0.8112019145994871
2102,19573.38833333333,3695.418400749026,-0.8112019064958848
2103,19569.78333333333,5.684341886080803e-14,-1.0
2104,19548.29682,1.8189894035458565e-12,-0.9999999999999998
2105,19537.6825,1.1368683772161605e-13,-1.0
2106,19529.60916666667,-9.094947017729282e-13,-1.0
2107,19524.50789,0.0,-1.0
2108,19523.92393,-3.637978807091713e-12,-1.0000000000000002
2109,19512.85,920.9972162923524,-0.9528004767990144
2110,19511.26938,-1.3642420526593924e-12,-1.0
2111,19504.12916666667,-1.3642420526593924e-12,-1.0
2112,19501.13083333333,920.4440401808006,-0.9528004786980104
2113,19498.04355,-9.094947017729282e-13,-1.0
2114,19496.26,0.0,-1.0
2115,19493.89089,9088.172757271335,-0.5337938019375394
2116,19484.615,-1.8189894035458565e-12,-1.0
2117,19473.32,0.0,-1.0
2118,19465.54,0.0,-1.0
2119,19444.99533,0.0,-1.0
2120,19444.29666666667,-4.661160346586257e-12,-1.0000000000000002
2121,19404.29159,0.0,-1.0
2122,19385.34367,-1.8189894035458565e-12,-1.0000000000000002
2123,19376.51916666667,7.275957614183426e-12,-0.9999999999999996
2124,19368.865833333333,10092.790124036545,-0.4789168239955949
2125,19366.54416666667,-2.273736754432321e-13,-1.0
2126,19358.6225,2741.153242258845,-0.8584014310801894
2127,19357.82141,1.8189894035458565e-12,-0.9999999999999998
2128,19354.705,-4.547473508864641e-13,-1.0
2129,19352.55583333333,3.637978807091713e-12,-0.9999999999999998
2130,19348.26944,0.0,-1.0
2131,19321.15900351835,969.1565385232764,-0.9498396272011016
2132,19315.66731,-7.275957614183426e-12,-1.0000000000000004
2133,19312.30254,0.0,-1.0
2134,19310.57,0.0,-1.0
2135,19304.16647,0.0,-1.0
2136,19294.02008,-1.8189894035458565e-12,-1.0000000000000002
2137,19289.14363,-4.547473508864641e-13,-1.0
2138,19288.60895,-9.094947017729282e-13,-1.0
2139,19281.745,0.0,-1.0
2140,19262.08666666667,4182.141934646396,-0.7828821971877193
2141,19261.19142,0.0,-1.0
2142,19252.04615,0.0,-1.0
2143,19237.52335,0.0,-1.0
2144,19236.10622,0.0,-1.0
2145,19216.80833333333,0.0,-1.0
2146,19202.39374609691,-2.842170943040401e-13,-1.0
2147,19201.07583333333,0.0,-1.0
2148,19192.34833,0.0,-1.0
2149,19185.59261,4.547473508864641e-13,-1.0
2150,19185.37654855141,-1.1368683772161605e-12,-1.0
2151,19173.55414,-1.2732925824820995e-11,-1.0000000000000009
2152,19164.77716,1.8189894035458565e-12,-0.9999999999999998
2153,19156.42688,0.0608169699976315,-0.9999968252445834
2154,19154.15,0.0,-1.0
2155,19139.95416,-1.8189894035458565e-12,-1.0
2156,19137.113333333327,8262.21805666666,-0.5682620511905838
2157,19122.59932,3048.1734105140004,-0.8405983747551533
2158,19119.295,0.0,-1.0
2159,19113.30165330646,0.0,-1.0
2160,19103.16916666667,-1.8189894035458565e-12,-1.0000000000000002
2161,19095.54,22084.510761,0.1565271660817133
2162,19076.671469538614,-3.183231456205249e-12,-1.0000000000000002
2163,19072.79887,4.547473508864641e-13,-1.0
2164,19063.36542,-8.810729923425242e-13,-1.0
2165,19037.97,5.4569682106375694e-12,-0.9999999999999996
2166,19036.62754,0.0,-1.0
2167,19035.28666666667,2.0463630789890885e-12,-0.9999999999999998
2168,19031.355,1.1937117960769685e-12,-1.0
2169,19030.44,-3.637978807091713e-12,-1.0000000000000002
2170,19027.0289,0.0,-1.0
2171,19009.60402,0.0,-1.0
2172,19004.10166666667,1.8189894035458565e-12,-1.0
2173,18997.45968,0.9421142841915752,-0.999950408407226
2174,18990.62666666667,3.637978807091713e-12,-0.9999999999999998
2175,18983.6874,12376.234085776696,-0.3480595300059199
2176,18977.65332365866,-3.296918293926865e-12,-1.0000000000000002
2177,18974.78333333333,-3.410605131648481e-12,-1.0000000000000002
2178,18973.9814,-4.547473508864641e-13,-1.0
2179,18973.92129,4.547473508864641e-13,-1.0
2180,18963.23993,0.0,-1.0
2181,18961.21792,0.0,-1.0
2182,18952.33318,0.0,-1.0
2183,18950.25171,-1.8189894035458565e-12,-1.0000000000000002
2184,18947.28925,-4.547473508864641e-13,-1.0
2185,18945.47666666667,894.2174529946725,-0.9528004774581372
2186,18943.9127,0.0,-1.0
2187,18932.865,23412.900935773047,0.2366274695231305
2188,18932.45666666667,1.8189894035458565e-12,-0.9999999999999998
2189,18911.42069891491,-4.547473508864641e-13,-1.0
2190,18909.43,18909.43,0.0
2191,18906.25539,0.0,-1.0
2192,18893.6591,9.094947017729282e-13,-1.0
2193,18885.00049,0.0,-1.0
2194,18883.72734,-1.8189894035458565e-12,-1.0
2195,18868.51338,0.0,-1.0
2196,18867.07666666667,0.0,-1.0
2197,18844.87,-4.547473508864641e-13,-1.0
2198,18828.78,0.0,-1.0
2199,18827.53833333333,-1.1368683772161605e-13,-1.0
2200,18819.315,0.0,-1.0
2201,18818.83118,-1.3642420526593924e-12,-1.0
2202,18816.37916666667,3.410605131648481e-13,-1.0
2203,18790.28535,0.0,-1.0
2204,18774.58702777778,2.273736754432321e-12,-0.9999999999999998
2205,18764.5325,-5.5706550483591855e-12,-1.0000000000000004
2206,18759.47918,-4.547473508864641e-13,-1.0
2207,18748.60827,7.275957614183426e-12,-0.9999999999999996
2208,18741.40807472281,-3.637978807091713e-12,-1.0000000000000002
2209,18736.1071,9.094947017729282e-13,-1.0
2210,18733.98333333333,1.3642420526593924e-12,-1.0
2211,18727.37,0.0,-1.0
2212,18719.77,7219.770000000002,-0.6143237870978114
2213,18716.46967,0.0,-1.0
2214,18711.65172,-1.8189894035458565e-12,-1.0
2215,18709.23764,0.0,-1.0
2216,18708.89385,0.0,-1.0
2217,18694.66666666667,1.8189894035458565e-12,-1.0
2218,18677.59901,0.0,-1.0
2219,18660.99473,-3.183231456205249e-12,-1.0000000000000002
2220,18651.13374,-9.094947017729282e-13,-1.0
2221,18646.07974,0.0212038218396628,-0.9999988628268176
2222,18628.68979,0.0,-1.0
2223,18624.57916666667,1.1368683772161605e-12,-1.0
2224,18617.08333333333,-1.9326762412674725e-12,-1.0000000000000002
2225,18601.24987,0.0,-1.0
2226,18593.90166666667,3.802028913924005e-09,-0.9999999999997956
2227,18593.85155,9.094947017729282e-13,-1.0
2228,18591.48083333333,-4.547473508864641e-13,-1.0
2229,18590.44937,-4.547473508864641e-13,-1.0
2230,18584.9667,1.0,-0.9999461930701228
2231,18584.56833333333,854.3655238011916,-0.9540282287714588
2232,18568.76583333333,426.4368857011473,-0.977034721126396
2233,18537.975,-1.3642420526593924e-12,-1.0
2234,18537.93666666667,9.094947017729282e-13,-1.0
2235,18532.96528,0.0,-1.0
2236,18529.88454446639,-1.3642420526593924e-12,-1.0
2237,18514.330067,9.094947017729282e-13,-1.0
2238,18512.23327,12.233269999999266,-0.9993391791351384
2239,18509.697447009752,7.275957614183426e-12,-0.9999999999999996
2240,18492.5118,-4.547473508864641e-13,-1.0
2241,18480.675,0.0,-1.0
2242,18479.115,0.0,-1.0
2243,18463.655,-1.8189894035458565e-12,-1.0
2244,18424.53715,0.0,-1.0
2245,18423.42833333333,0.0,-1.0
2246,18411.71496,18411.71496,0.0
2247,18336.79889284909,2.8421709430404007e-12,-0.9999999999999998
2248,18331.69916666667,1295.7423690709234,-0.929316843065643
2249,18323.06614,0.0,-1.0
2250,18312.5641,9.094947017729282e-13,-1.0
2251,18303.35789,0.0,-1.0
2252,18296.54257,0.0,-1.0
2253,18295.94083333333,3.5247694086137926e-05,-0.9999999980734692
2254,18275.5825,4.547473508864641e-12,-0.9999999999999998
2255,18272.58538390933,3.410605131648481e-13,-1.0
2256,18255.00728,301.65399999999863,-0.9834755475375522
2257,18248.03,0.0,-1.0
2258,18247.05166666667,-5.684341886080803e-14,-1.0
2259,18243.86653685455,7.958078640513122e-13,-1.0
2260,18242.53083333333,2.7284841053187847e-12,-0.9999999999999998
2261,18241.29246,-4.547473508864641e-13,-1.0
2262,18239.85333333333,429.6541334320623,-0.9764442111688
2263,18224.79656,0.0,-1.0
2264,18213.92497,0.0,-1.0
2265,18210.98577,0.0,-1.0
2266,18199.50416666667,4295.039512371625,-0.764002388579453
2267,18197.755,0.0,-1.0
2268,18194.44815320415,0.0,-1.0
2269,18193.8,0.0,-1.0
2270,18190.05416666667,4292.809289545365,-0.764002391075231
2271,18187.22854219488,-4.547473508864641e-13,-1.0
2272,18173.41207,0.0,-1.0
2273,18173.0325,0.0,-1.0
2274,18149.80297,0.0,-1.0
2275,18118.26916666667,1710.3472782896545,-0.9056009565507346
2276,18117.96,-4.547473508864641e-13,-1.0
2277,18096.11416666667,6.821210263296962e-13,-1.0
2278,18091.83017469403,-7.389644451905042e-13,-1.0
2279,18090.89916666667,3510.693471505775,-0.8059414604457918
2280,18084.76,0.0,-1.0
2281,18071.57346,0.0,-1.0
2282,18070.48833333333,-1.1368683772161605e-12,-1.0
2283,18068.65995,0.0,-1.0
2284,18067.59,-2.273736754432321e-12,-1.0000000000000002
2285,18062.82916666667,6343.03214658977,-0.6488350696304395
2286,18051.09652156279,-1.5916157281026244e-12,-1.0
2287,18037.47166666667,-2.501110429875553e-12,-1.0000000000000002
2288,18033.47,-4.547473508864641e-13,-1.0
2289,18032.07583333333,-7.958078640513122e-13,-1.0
2290,18029.95584,-1.8189894035458565e-12,-1.0000000000000002
2291,18028.525,-9.094947017729282e-13,-1.0
2292,18016.91,18016.91,0.0
2293,18011.5189,9.094947017729282e-13,-1.0
2294,18010.972527777776,-4.760636329592671e-13,-1.0
2295,18007.47081312825,0.0,-1.0
2296,18003.26517,-5.4569682106375694e-12,-1.0000000000000004
2297,17980.38340050554,1.1368683772161605e-13,-1.0
2298,17971.043810000003,1.7621459846850485e-12,-1.0
2299,17969.4375,3392.595367718516,-0.8112019161580034
2300,17967.34333333333,-9.094947017729282e-13,-1.0
2301,17967.0348,0.0,-1.0
2302,17963.0988,0.0,-1.0
2303,17947.120754156662,2.0463630789890885e-12,-0.9999999999999998
2304,17945.50566,17945.50566,0.0
2305,17942.48,0.0,-1.0
2306,17942.43826,-1.8189894035458565e-12,-1.0000000000000002
2307,17938.50333333333,5.684341886080803e-14,-1.0
2308,17936.28739,0.0,-1.0
2309,17929.86416666667,2.273736754432321e-13,-1.0
2310,17925.48812,0.0,-1.0
2311,17923.085833333327,-1.8189894035458565e-12,-1.0000000000000002
2312,17895.22827,0.0,-1.0
2313,17876.505,0.0,-1.0
2314,17874.30692,0.0,-1.0
2315,17873.249,-2.9103830456733704e-11,-1.0000000000000016
2316,17872.3684,0.0,-1.0
2317,17869.8102,9.094947017729282e-13,-1.0
2318,17866.53166666667,1.8189894035458565e-12,-1.0
2319,17861.64916666667,8.640199666842818e-12,-0.9999999999999996
2320,17860.960000000003,0.0,-1.0
2321,17855.24416666667,3033.932390000006,-0.8300817193156088
2322,17838.8,3.637978807091713e-12,-0.9999999999999998
2323,17836.06756,0.0,-1.0
2324,17825.02868,0.0,-1.0
2325,17823.98188,2838.64188,-0.8407403071260304
2326,17817.1555,0.0,-1.0
2327,17812.02878,0.0187799999998787,-0.9999989456563184
2328,17803.045000000002,0.0,-1.0
2329,17786.07619,0.0,-1.0
2330,17785.080833333333,0.0,-1.0
2331,17784.90583333333,1679.0242465029369,-0.9055927390205222
2332,17766.66338,0.0,-1.0
2333,17765.88333333333,-4.547473508864641e-13,-1.0
2334,17763.77,0.0,-1.0
2335,17759.07491,0.0,-1.0
2336,17752.49,-1.091393642127514e-11,-1.0000000000000009
2337,17742.36391,-1.3642420526593924e-12,-1.0
2338,17739.16431,0.0,-1.0
2339,17716.24377,0.0,-1.0
2340,17707.690000000002,0.0,-1.0
2341,17702.01757,3.637978807091713e-12,-0.9999999999999998
2342,17698.439159999998,1.3642420526593924e-12,-1.0
2343,17696.41602,0.0,-1.0
2344,17690.58083333333,-4.547473508864641e-13,-1.0
2345,17678.86,0.0,-1.0
2346,17673.93833333333,3.979039320256561e-13,-1.0
2347,17664.482827,0.0,-1.0
2348,17663.33,0.0,-1.0
2349,17641.68984,0.0,-1.0
2350,17640.00181,2809.341810000001,-0.840740276545357
2351,17630.67613,9.094947017729282e-13,-1.0
2352,17630.50916666667,2.273736754432321e-13,-1.0
2353,17621.69,-3.637978807091713e-12,-1.0000000000000002
2354,17620.445,-1.4551915228366852e-11,-1.0000000000000009
2355,17611.075524496206,395.2305244962049,-0.9775578428502872
2356,17611.0375,0.2325506649864337,-0.9999867951751856
2357,17608.648559999998,1.091393642127514e-11,-0.9999999999999992
2358,17596.77745,5596.77745,-0.6819430452022908
2359,17591.64049,4.547473508864641e-13,-1.0
2360,17587.048420000003,3.637978807091713e-12,-0.9999999999999998
2361,17577.03281,0.0,-1.0
2362,17570.85993,0.0,-1.0
2363,17566.82666666667,-7.275957614183426e-12,-1.0000000000000004
2364,17564.81772,-1.8189894035458565e-12,-1.0
2365,17562.78396,-9.094947017729282e-13,-1.0
2366,17560.61921,9.094947017729282e-13,-1.0
2367,17559.0966,7.275957614183426e-12,-0.9999999999999996
2368,17538.80333333333,2.7284841053187847e-12,-0.9999999999999998
2369,17537.97217,3.637978807091713e-12,-0.9999999999999998
2370,17529.11064,0.0,-1.0
2371,17528.16333333333,-1.5916157281026244e-12,-1.0
2372,17526.825129502646,67.97957950264436,-0.996121397971375
2373,17524.15128,-1.1368683772161605e-13,-1.0
2374,17523.741144257252,0.0002069755473712,-0.9999999881888494
2375,17519.29781,-1.5916157281026244e-12,-1.0
2376,17516.7156408945,828.500438440582,-0.9527022956000742
2377,17516.35666666667,1653.5271892647315,-0.905600963674634
2378,17514.20776,0.0,-1.0
2379,17509.51,0.0,-1.0
2380,17496.62838,-1.3642420526593924e-12,-1.0
2381,17479.783231176032,-2.7284841053187847e-12,-1.0000000000000002
2382,17478.882729999998,0.0,-1.0
2383,17470.39,-1.3642420526593924e-12,-1.0
2384,17467.33256,0.0,-1.0
2385,17462.06249,0.0,-1.0
2386,17453.047580000002,0.0,-1.0
2387,17451.86903,-1.8189894035458565e-12,-1.0
2388,17448.04019,9.094947017729282e-13,-1.0
2389,17445.7675,-4.547473508864641e-12,-1.0000000000000002
2390,17437.927499999998,662.364279535949,-0.9620158829347152
2391,17416.43713,-1.4551915228366852e-11,-1.0000000000000009
2392,17399.5233,-9.094947017729282e-13,-1.0
2393,17391.55833333333,0.0,-1.0
2394,17377.74492,-1.8189894035458565e-12,-1.0000000000000002
2395,17368.58629,0.0,-1.0
2396,17368.16,0.0,-1.0
2397,17365.16041,0.0,-1.0
2398,17361.663330000003,0.0,-1.0
2399,17359.79561,0.0,-1.0
2400,17350.64916666667,-4.547473508864641e-13,-1.0
2401,17341.846666666668,9.094947017729282e-13,-1.0
2402,17340.77916666667,-1.3642420526593924e-12,-1.0
2403,17339.97259854951,1.3642420526593924e-12,-1.0
2404,17336.1825,17120.978193233743,-0.0124135925983852
2405,17333.190000000002,-4.547473508864641e-13,-1.0
2406,17331.77,0.0,-1.0
2407,17328.31333333333,9.094947017729282e-13,-1.0
2408,17319.875,3814.952578607517,-0.7797355593728293
2409,17298.12,1.8189894035458565e-12,-0.9999999999999998
2410,17293.652000000002,-4.547473508864641e-13,-1.0
2411,17281.41916666667,-3.865352482534945e-12,-1.0000000000000002
2412,17278.68916666667,2.273736754432321e-12,-0.9999999999999998
2413,17276.437440148562,9.094947017729282e-13,-1.0
2414,17275.06157,0.0,-1.0
2415,17271.814349999997,1.8189894035458565e-12,-0.9999999999999998
2416,17271.683,1.8189894035458565e-12,-0.9999999999999998
2417,17270.93,0.0,-1.0
2418,17266.235,1.3642420526593924e-12,-1.0
2419,17248.53083333333,1.5916157281026244e-12,-1.0
2420,17246.01083333333,-9.094947017729282e-13,-1.0
2421,17245.05189,0.0,-1.0
2422,17223.857369999998,9.094947017729282e-13,-1.0
2423,17222.70083333333,-3.183231456205249e-12,-1.0000000000000002
2424,17210.154189999997,-1.8189894035458565e-12,-1.0000000000000002
2425,17207.78823,0.0,-1.0
2426,17205.4575,1.0000000000118234,-0.9999418789067358
2427,17203.89416666667,4.547473508864641e-13,-1.0
2428,17200.81677,-9.094947017729282e-13,-1.0
2429,17199.27083,0.0,-1.0
2430,17198.010570000002,0.0,-1.0
2431,17195.99949,0.0,-1.0
2432,17194.480097202322,9.094947017729282e-13,-1.0
2433,17194.12039,3.637978807091713e-12,-0.9999999999999998
2434,17192.96622,0.0,-1.0
2435,17192.95598,0.9559799999997268,-0.9999443969960076
2436,17191.8729,0.0,-1.0
2437,17185.67578,1.8189894035458565e-12,-0.9999999999999998
2438,17184.76068,0.0,-1.0
2439,17171.39164,-1.8189894035458565e-12,-1.0
2440,17158.129240000002,0.0,-1.0
2441,17154.585,2.273736754432321e-13,-1.0
2442,17149.75511,-4.547473508864641e-13,-1.0
2443,17142.745,20390.06046,0.1894279743413322
2444,17141.99666666667,2.273736754432321e-13,-1.0
2445,17131.86647,-4.547473508864641e-13,-1.0
2446,17121.579999999998,4040.6519615658544,-0.7640023898748916
2447,17121.04916666667,5.4569682106375694e-12,-0.9999999999999996
2448,17119.095,-1.3642420526593924e-12,-1.0
2449,17106.51951,9.094947017729282e-13,-1.0
2450,17103.12916666667,7.389644451905042e-13,-1.0
2451,17087.233106451353,0.0,-1.0
2452,17075.93882,0.0,-1.0
2453,17074.678630000002,4.547473508864641e-13,-1.0
2454,17073.929350000002,3.637978807091713e-12,-0.9999999999999998
2455,17068.21666666667,1.2505552149377765e-12,-1.0
2456,17064.38997,9.094947017729282e-13,-1.0
2457,17051.34269,-4.547473508864641e-13,-1.0
2458,17047.738260000002,0.0,-1.0
2459,17046.445,0.0,-1.0
2460,17042.69,1.1368683772161605e-13,-1.0
2461,17041.897109999998,0.0,-1.0
2462,17038.74559,-9.094947017729282e-13,-1.0
2463,17038.01748780403,-1.8189894035458565e-12,-1.0000000000000002
2464,17034.83833333333,3698.83736294617,-0.7828663066494514
2465,17033.94502689398,421.3787647121732,-0.9752624090281564
2466,17031.175,4.547473508864641e-13,-1.0
2467,17027.45916666667,9.094947017729282e-13,-1.0
2468,17024.05829855426,-2.7284841053187847e-12,-1.0000000000000002
