Rank,Claimed,Balance,Change%
277,171375.9658333333,-1.091393642127514e-11,-1.0
278,171276.1932454159,1.4551915228366852e-11,-0.9999999999999998
279,170832.5791666667,4.623454879038036e-05,-0.9999999997293576
280,170524.51499999998,1.7667480278760197e-06,-0.9999999999896392
281,168855.3766666667,-8.185452315956354e-12,-1.0
282,168663.6466666667,-3.637978807091713e-11,-1.0000000000000002
283,168617.3766666667,0.0,-1.0
284,167262.21750000003,-2.26805241254624e-11,-1.0000000000000002
285,166530.1516666667,-8.003553375601767e-11,-1.0000000000000004
286,166171.99666666667,3.637978807091713e-12,-1.0
287,166158.3924437266,4414.909148194748,-0.9734295145537716
288,166071.66916666672,28218.61256666672,-0.8300817188851942
289,165482.35083333333,2.5465851649641987e-11,-0.9999999999999998
290,165181.70666666672,4.547473508864641e-12,-1.0
291,164832.15583333332,-1.4551915228366852e-11,-1.0
292,164616.57333333328,23049.118308857054,-0.8599830026701824
293,163904.8541666667,-1.8189894035458565e-11,-1.0000000000000002
294,163896.82166666668,-4.0017766878008836e-11,-1.0000000000000002
295,163003.6333333333,1.7280399333685637e-11,-0.9999999999999998
296,161951.57499999998,0.0,-1.0
297,161723.3858217533,-3.637978807091713e-12,-1.0
298,161696.3833333333,1.2732925824820995e-11,-1.0
299,161429.45583333328,7.639755494892597e-11,-0.9999999999999994
300,160471.1733241608,2.182787284255028e-11,-0.9999999999999998
301,157835.66749999998,-1.4551915228366852e-11,-1.0
302,156902.5325,3.2741809263825417e-11,-0.9999999999999998
303,156721.70500000002,1.8189894035458565e-11,-0.9999999999999998
304,156269.66833333328,-1.8189894035458565e-11,-1.0000000000000002
305,155271.2233333333,-1.2732925824820995e-11,-1.0
306,155109.3716666667,6642.176507580024,-0.9571774649319436
307,154494.32833333328,-1.091393642127514e-11,-1.0
308,152706.97749999998,-7.275957614183426e-12,-1.0
309,152474.07,-3.637978807091713e-12,-1.0
310,151932.95249999998,28684.65120072549,-0.8112019102588987
311,151458.34083333332,-4.547473508864641e-12,-1.0
312,150164.475,-4.0017766878008836e-11,-1.0000000000000002
313,149943.7333333333,0.0443949757245718,-0.9999997039224332
314,149943.2025,3537.2475262560856,-0.9764094172508015
315,149818.095,-7.275957614183426e-12,-1.0
316,149685.83000000002,1.546140993013978e-11,-0.9999999999999998
317,149180.0683333333,0.0,-1.0
318,148824.5091666667,7.275957614183426e-12,-1.0
319,148707.10749999998,-2.0008883439004418e-11,-1.0000000000000002
320,148255.5433333333,27990.36335572563,-0.8112019103879783
321,148238.3291666667,0.835066792276848,-0.999994366728248
322,148154.6558333333,2.7284841053187847e-11,-0.9999999999999998
323,148132.6291666667,-7.275957614183426e-12,-1.0
324,147309.76166666672,-2.0008883439004418e-11,-1.0000000000000002
325,147303.5958333333,4.9112713895738125e-11,-0.9999999999999996
326,146898.7558888889,7.487344078072056e-12,-1.0
327,146843.42166666672,7.275957614183426e-12,-1.0
328,145793.9641666667,27525.62199979827,-0.8112019097832341
329,143678.58166666672,2.5465851649641987e-11,-0.9999999999999998
330,142585.9691666667,-7.275957614183426e-12,-1.0
331,142563.09080529428,2666.8698276053515,-0.9812934062207754
332,142562.77000000002,6728.894666494234,-0.9528004775265364
333,142442.4691666667,-2.182787284255028e-11,-1.0000000000000002
334,141834.7408333333,26778.12815099966,-0.811201910098556
335,140770.9508333333,-3.637978807091713e-12,-1.0
336,140747.06333333332,0.0,-1.0
337,140340.1591443255,3.637978807091713e-12,-1.0
338,140188.8483333333,-1.8189894035458565e-12,-1.0
339,140017.745,0.0,-1.0
340,139642.8891666667,-4.365574568510056e-11,-1.0000000000000002
341,138456.38916666672,0.0,-1.0
342,138227.2091666667,6448.522976433182,-0.9533483818756848
343,137745.8133333333,-9.094947017729282e-12,-1.0
344,137668.0725,3.637978807091713e-12,-1.0
345,137226.0575,-2.091837814077735e-11,-1.0000000000000002
346,136936.14083333328,12463.32045777694,-0.9089844333137284
347,136496.3487454402,1.8189894035458565e-12,-1.0
348,136452.435,0.0,-1.0
349,135408.175,1.6370904631912708e-11,-0.9999999999999998
350,134327.5616666667,0.0,-1.0
351,134120.615,0.0,-1.0
352,133191.8116666667,-7.275957614183426e-12,-1.0
353,131674.0016666667,3.637978807091713e-12,-1.0
354,131576.7775,2.182787284255028e-11,-0.9999999999999998
355,130951.9691666667,9.687346118880669e-05,-0.9999999992602366
356,130920.08212820368,-3.637978807091713e-12,-1.0
357,130566.8758333333,-3.637978807091713e-12,-1.0
358,130336.955,-2.273736754432321e-12,-1.0
359,130256.9041666667,7.275957614183426e-12,-1.0
360,129960.2325,30670.304468980696,-0.7640023884307786
361,129796.275,7147.3758706303925,-0.9449338906634231
362,129530.57249999998,-1.6370904631912708e-11,-1.0000000000000002
363,128866.27534011644,-5.4569682106375694e-12,-1.0
364,128324.355,0.0,-1.0
365,127949.0275,-2.592059900052845e-11,-1.0000000000000002
366,127571.92,0.0,-1.0
367,126760.6025,29915.1995794877,-0.7640023872599714
368,126705.3025,23921.71913163381,-0.8112019097887887
369,126619.2266293215,2976.547894023449,-0.9764921333571456
370,126558.1975,5.820766091346741e-11,-0.9999999999999996
371,126484.0266666667,-4.547473508864641e-13,-1.0
372,126421.0675,-3.637978807091713e-12,-1.0
373,126324.73,5.4569682106375694e-12,-1.0
374,125832.9333333333,3.637978807091713e-12,-1.0
375,125611.0683333333,1.6825651982799172e-11,-1.0
376,124720.855,-1.8189894035458565e-12,-1.0
377,124352.0425,3.637978807091713e-11,-0.9999999999999996
378,123967.80083333328,5851.221005259899,-0.9528004774955516
379,122960.6233333333,0.0,-1.0
380,122809.3941666667,15796.54475463723,-0.8713734819569301
381,122788.6683333333,0.0,-1.0
382,122122.7408333333,28820.675161945423,-0.764002388373527
383,122055.57,1.0004441719502209e-11,-1.0
384,122047.1,8.185452315956354e-12,-1.0
385,120618.0325,-8.003553375601767e-11,-1.0000000000000009
386,120419.3608333333,-2.7284841053187847e-12,-1.0
387,120378.755,5681.819754545464,-0.9528004775049762
388,120376.0541666667,5.9117155615240335e-12,-1.0
389,119656.9616666667,16943.25426639008,-0.8584014333107538
390,118640.74833333332,-4.092726157978177e-12,-1.0
391,117968.1241666667,0.0,-1.0
392,117647.0575,-1.8189894035458565e-11,-1.0000000000000002
393,117604.235,-2.0008883439004418e-11,-1.0000000000000002
394,117400.95985719933,1.4551915228366852e-11,-1.0
395,117076.8375,5525.970828309663,-0.9528004774786504
396,117062.3183333333,-1.091393642127514e-11,-1.0000000000000002
397,116700.7916666667,7.275957614183426e-12,-1.0
398,116604.0734106448,5.4569682106375694e-12,-1.0
399,116233.8741666667,2.9103830456733704e-11,-0.9999999999999998
400,115978.2633764415,2.364686224609613e-11,-0.9999999999999998
401,115918.95,0.0,-1.0
402,115630.0356092971,0.0,-1.0
403,115322.82416666669,1.091393642127514e-11,-1.0
404,113990.3975,8.640199666842818e-12,-1.0
405,113905.52833333328,1.4551915228366852e-11,-1.0
406,113858.7625,2.182787284255028e-11,-0.9999999999999998
407,113141.5541666667,1.6370904631912708e-11,-1.0
408,112191.6096388889,-1.6370904631912708e-11,-1.0000000000000002
409,112000.69999999998,-8.185452315956354e-12,-1.0000000000000002
410,110959.0416666667,-5.4569682106375694e-12,-1.0
411,110946.7566666667,-1.7280399333685637e-11,-1.0000000000000002
412,110933.21749999998,-1.1368683772161605e-11,-1.0000000000000002
413,110642.5891666667,1.6916601452976463e-10,-0.9999999999999984
414,110502.90416666667,1.2732925824820995e-11,-1.0
415,110130.97083333333,2.182787284255028e-11,-1.0
416,109659.99916666668,-1.1277734301984309e-10,-1.000000000000001
417,109530.2016666667,7.275957614183426e-12,-1.0
418,109290.46333333327,-3.637978807091713e-12,-1.0
419,108326.43,0.0,-1.0
420,108219.8016666667,1.7735146684572097e-11,-1.0
421,107203.39,-2.5465851649641987e-11,-1.0000000000000002
422,107049.1041666667,-3.092281986027956e-11,-1.0000000000000002
423,106371.0401513189,-6.110667527536862e-12,-1.0
424,106333.395,5018.885462348442,-0.952800477570114
425,106172.2958333333,0.0,-1.0
426,105988.5225,2.562981696339193,-0.9999758183090408
427,105913.43,7.275957614183426e-12,-1.0
428,105657.93583333332,1.8189894035458565e-12,-1.0
429,105519.6566666667,1.3642420526593924e-12,-1.0
430,105405.04333333328,-3.637978807091713e-12,-1.0
431,105334.4366666667,9.094947017729282e-12,-1.0
432,105193.36333333328,-1.2732925824820995e-11,-1.0000000000000002
433,105184.07164351852,-2.7284841053187847e-12,-1.0
434,104769.0237832536,-2.273736754432321e-12,-1.0
435,104694.3916666667,-6.366462912410498e-11,-1.0000000000000009
436,104671.39083333332,17785.58269999997,-0.8300817199580381
437,103848.36583333332,-9.094947017729282e-12,-1.0000000000000002
438,103192.5475,14611.91688668954,-0.858401432654916
439,102916.7804805488,0.0,-1.0
440,102792.2525,4851.745226103618,-0.9528004775836232
441,102467.5166666667,-5.4569682106375694e-12,-1.0
442,102293.4322170374,0.068922009653761,-0.9999993262323088
443,102112.325,-7.275957614183426e-12,-1.0000000000000002
444,101762.71583333328,-1.546140993013978e-11,-1.0000000000000002
445,101555.90083333327,22049.59436772356,-0.7828821940744746
446,101171.92750000002,4750.5367197253,-0.9530449123871314
447,100820.91,-1.4551915228366852e-11,-1.0000000000000002
448,100724.7791666667,-7.275957614183426e-12,-1.0
449,100220.74416666671,7.275957614183426e-12,-1.0
450,98383.16,0.0,-1.0
451,98370.3233186222,18572.129199302148,-0.811201909552062
452,97828.03916666671,1.4551915228366852e-11,-1.0
453,97483.75,9202.372917361894,-0.9056009548528664
454,97372.40333333328,9.513126860838383e-05,-0.9999999990230162
455,97220.655,2.9103830456733704e-11,-0.9999999999999996
456,96843.7983333333,1.546140993013978e-11,-1.0
457,96829.7225,0.4114910131565921,-0.9999957503646346
458,96297.3130084113,-1.2732925824820995e-11,-1.0000000000000002
459,95688.7633333333,1.8189894035458565e-11,-1.0
460,95535.74485580402,0.0,-1.0
461,95093.553706881,28493.3181315063,-0.7003654083710565
462,94890.0516666667,4.18367562815547e-11,-0.9999999999999996
463,94841.1566666667,-3.637978807091713e-12,-1.0
464,94671.80916666672,9.094947017729282e-12,-1.0
465,94415.7725,3.637978807091713e-12,-1.0
466,94125.395,1.2732925824820995e-11,-1.0
467,93728.305,-2.9103830456733704e-11,-1.0000000000000002
468,93492.7875,7.73070496506989e-12,-1.0
469,93489.445,-2.9103830456733704e-11,-1.0000000000000002
470,92835.1375,9.094947017729282e-13,-1.0
471,92775.15811111112,-3.637978807091713e-12,-1.0
472,92587.985,4336.348340691296,-0.9531651073226044
473,92513.76875,-3.637978807091713e-12,-1.0
474,92494.3658333333,0.0,-1.0
475,92058.52833333328,-1.091393642127514e-11,-1.0000000000000002
476,91699.13083333329,21640.77590620154,-0.7640023879230166
477,91146.6208333333,1.8189894035458565e-12,-1.0
478,90980.6683333333,12882.732253639524,-0.8584014330776292
479,90944.54833333328,0.0,-1.0
480,90693.1491666667,-1.091393642127514e-11,-1.0000000000000002
481,90442.2983333333,8537.666554607913,-0.905600955394327
482,90382.0866666667,8.185452315956354e-12,-1.0
483,90089.98833333328,-1.1823431123048067e-10,-1.000000000000001
484,89732.5391666667,1.0004441719502209e-10,-0.9999999999999988
485,89717.005,4169.199573442028,-0.953529438778724
486,89361.1924161647,1.8189894035458565e-12,-1.0
487,89068.37332483311,12611.954016756254,-0.858401433124187
488,89031.33164118169,-6.366462912410498e-12,-1.0
489,88696.6208333333,12559.314408380782,-0.8584014329928019
490,88558.3125,2.182787284255028e-11,-0.9999999999999996
491,88482.2225,1.8189894035458565e-12,-1.0
492,88407.19499999999,-7.275957614183426e-12,-1.0000000000000002
493,88056.59999999999,14546.80317830411,-0.8348016709899757
494,87887.3566666667,20741.20633048185,-0.7640023876341199
495,87460.1174603805,0.0,-1.0
496,86816.8058333333,-3.637978807091713e-12,-1.0
497,86793.9,0.0,-1.0
498,86537.71583333329,3.3651303965598345e-11,-0.9999999999999996
499,86115.39416666671,3.7198333302512765e-10,-0.9999999999999956
500,85986.6466666667,0.0,-1.0
501,85920.9341666667,-5.4569682106375694e-12,-1.0
502,85920.7241666667,1.091393642127514e-11,-0.9999999999999998
503,85859.54999999999,-4.547473508864641e-12,-1.0
504,85418.0716666667,7079.32931314791,-0.9171214103173142
505,85159.6491422747,-5.4569682106375694e-12,-1.0
506,84650.4225,3.637978807091713e-12,-1.0
507,84571.7716666667,1000.0000000000218,-0.98817572364522
508,84480.2291666667,7.275957614183426e-12,-0.9999999999999998
509,84372.5633333333,0.0,-1.0
510,84297.9666666667,0.0,-1.0
511,84297.84416666669,2.219167072325945e-10,-0.9999999999999974
512,84246.5516666667,-1.4551915228366852e-11,-1.0000000000000002
513,84020.1308333333,0.0,-1.0
514,84002.8875,0.0,-1.0
515,83926.3716666667,9883.853999507071,-0.8822318443746964
