Datetime,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,total_claimed,Implied_APY
2024-04-02 10:00:00+00:00,3328.758056640625,,0.5654714107513428,,14442552.449999986,14442552.449999986,
2024-04-02 11:00:00+00:00,3303.28564453125,-0.0076522269494953,0.6003904938697815,0.06175216368948111,11849266.33500001,26291818.784999996,
2024-04-02 12:00:00+00:00,3295.68115234375,-0.0023020994869424882,0.6173515915870667,0.028250110370607873,5541765.405000004,31833584.19,
2024-04-02 13:00:00+00:00,3271.3134765625,-0.007393820777814253,0.6792266368865967,0.10022659071869211,18617974.139999937,50451558.32999994,
2024-04-02 14:00:00+00:00,3291.756591796875,0.006249207048129479,0.6854790449142456,0.009205186734590365,11731060.37499999,62182618.70499993,
2024-04-02 15:00:00+00:00,3238.8583984375,-0.01606989820911986,0.6965355277061462,0.016129570807352334,9931998.06500002,72114616.76999995,
2024-04-02 16:00:00+00:00,3262.5234375,0.007306598854064372,0.7285845279693604,0.04601201085716178,5595135.190000005,77709751.95999995,
2024-04-02 17:00:00+00:00,3267.447509765625,0.0015092833384817705,0.8021227717399597,0.10093302965897166,2903222.0049999994,80612973.96499994,
2024-04-02 18:00:00+00:00,3275.70703125,0.002527820710107598,0.866259753704071,0.07995905891686106,4933264.115000002,85546238.07999995,
2024-04-02 19:00:00+00:00,3282.234375,0.0019926518726276488,0.8651601076126099,-0.0012694184241610618,1389696.3249999993,86935934.40499996,
2024-04-02 20:00:00+00:00,3273.34716796875,-0.0027076698419046252,0.8187456130981445,-0.05364844507514932,1183469.1850000003,88119403.58999996,
2024-04-02 21:00:00+00:00,3267.4638671875,-0.0017973348011542933,0.859725832939148,0.05005244508844897,2974183.729999998,91093587.31999996,
2024-04-02 22:00:00+00:00,3299.14208984375,0.009695049109607279,0.8408412337303162,-0.021965838974817076,1942833.67,93036420.98999996,
2024-04-02 23:00:00+00:00,3277.8583984375,-0.006451280613760435,0.7846840620040894,-0.06678689088199274,2605530.194999998,95641951.18499996,
2024-04-03 00:00:00+00:00,3270.483154296875,-0.002250019141809334,0.7589728236198425,-0.0327663573522573,916679.5899999988,96558630.77499996,
2024-04-03 01:00:00+00:00,3299.251220703125,0.008796274143303195,0.8521701693534851,0.12279404852620068,1096640.8649999998,97655271.63999996,
2024-04-03 02:00:00+00:00,3307.82373046875,0.0025983197980898876,0.8377249836921692,-0.01695105764177951,934583.3849999998,98589855.02499996,
2024-04-03 03:00:00+00:00,3315.7353515625,0.002391790415213313,0.8727523684501648,0.0418125105969942,1143054.485,99732909.50999996,
2024-04-03 04:00:00+00:00,3318.32763671875,0.0007818130463965733,0.8361709117889404,-0.04191504713551886,917941.0149999994,100650850.52499996,
2024-04-03 05:00:00+00:00,3294.72900390625,-0.007111604216344047,0.822344958782196,-0.016534840918066118,1333637.0199999996,101984487.54499996,
2024-04-03 06:00:00+00:00,3312.0458984375,0.005255938959082496,0.8559818267822266,0.04090359847264469,727848.6699999996,102712336.21499996,
2024-04-03 07:00:00+00:00,3306.902587890625,-0.0015529104078242373,0.90335613489151,0.055344992880714594,671226.4099999997,103383562.62499996,
