Datetime,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,total_claimed,Implied_APY,Stake,Total_Stake
2024-06-13 00:00:00+00:00,3468.496826171875,-0.0256268442176914,0.6964380741119385,-0.0458487338041527,23111.4127049884,720100101.495916,0.7732458333333333,7101531.64198354,280187890.060771
2024-06-14 00:00:00+00:00,3480.0615234375,0.0039890482159133,0.7111251950263977,0.0232982231016128,11660.62178661065,720111762.1177026,0.7694833333333334,4459657.6780862,284647547.738858
2024-06-15 00:00:00+00:00,3564.521728515625,0.024080638212973,0.7470536828041077,0.0500161506576446,5045.479845170257,720116807.5975477,0.7186583333333333,-3442526.38958459,281205021.349273
2024-06-16 00:00:00+00:00,3620.22998046875,0.0156255917672417,0.7658522129058838,0.0253651937668034,16257.145590133228,720133064.7431377,0.7529291666666666,2032632.99684708,283237654.34612
2024-06-17 00:00:00+00:00,3513.263916015625,-0.0296697370596104,0.6763812899589539,-0.1220980484887895,57227.9771027237,720190292.7202402,0.7401416666666667,25175106.7597298,308412761.10585
2024-06-18 00:00:00+00:00,3484.2861328125,-0.0078465834444096,0.6284427046775818,-0.0659172471940774,51225.124653880106,720241517.844894,0.7107416666666667,5498358.82093175,313911119.926782
2024-06-19 00:00:00+00:00,3558.4560546875,0.0212944739454679,0.629994809627533,0.0061502648986144,38942.78895280681,720280460.6338469,0.7360875,865271.834525805,314776391.761307
2024-06-20 00:00:00+00:00,3511.58154296875,-0.0130208210096457,0.6121363639831543,-0.0266971698627729,101515.87402833332,720381976.5078752,0.7557,-537009.72719525,314239382.034112
2024-06-21 00:00:00+00:00,3516.359375,0.0018248721109009,0.5992917418479919,-0.01901933782572,43434.53933608664,720425411.0472113,0.732725,1281632.29946963,315521014.333582
2024-06-22 00:00:00+00:00,3495.242919921875,-0.0059824834041893,0.6018267273902893,0.0045920251449159,2959.78918,720428370.8363912,0.7055041666666666,499640.688481541,316020655.022063
