Datetime,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,total_claimed,Implied_APY
2024-04-02 08:00:00+00:00,3303.28564453125,-0.0076522269494953,0.6003904938697815,0.06175216368948111,26291818.784999996,26291818.784999996,
2024-04-02 12:00:00+00:00,3238.8583984375,-0.01951661142574712,0.6965355277061462,0.15381145863124268,45822797.984999955,72114616.76999995,
2024-04-02 16:00:00+00:00,3282.234375,0.01333635477528139,0.8651601076126099,0.22563468100883344,14821317.635000005,86935934.40499996,
2024-04-02 20:00:00+00:00,3277.8583984375,-0.0012612361472120748,0.7846840620040894,-0.09234872984351017,8706016.779999997,95641951.18499996,
2024-04-03 00:00:00+00:00,3315.7353515625,0.011536365214797062,0.8727523684501648,0.11488914412915807,4090958.3249999983,99732909.50999996,
2024-04-03 04:00:00+00:00,3306.902587890625,-0.0026267626186892157,0.90335613489151,0.037798703299774306,3650653.1149999984,103383562.62499996,
2024-04-03 08:00:00+00:00,3321.1513671875,0.004411438429860137,0.9120076298713684,0.010058639180466789,3818411.4099999997,107201974.03499995,
2024-04-03 12:00:00+00:00,3330.5732421875,0.0029575662287929516,1.1996079683303833,0.2904393693941507,7339333.585000003,114541307.61999996,
2024-04-03 16:00:00+00:00,3321.529052734375,-0.002657058475430407,1.1224498748779297,-0.06456152062648035,91369200.47,205910508.08999994,
2024-04-03 20:00:00+00:00,3314.0966796875,-0.0022225852226566145,1.1282628774642944,0.006869150589714601,5942304.479999999,211852812.56999993,
2024-04-04 00:00:00+00:00,3278.098876953125,-0.010837755579264918,0.962451696395874,-0.1543542303905059,4921105.815000001,216773918.38499993,
2024-04-04 04:00:00+00:00,3322.077392578125,0.01334957627600697,1.0000320672988892,0.04009602743532792,5098384.679999997,221872303.06499994,
2024-04-04 08:00:00+00:00,3339.435302734375,0.005218217136422121,1.122565746307373,0.12157182531959565,1018613.5350000001,222890916.59999996,
2024-04-04 12:00:00+00:00,3363.382568359375,0.007196050084708805,1.0370349884033203,-0.07724539512620154,761447.82,223652364.41999993,
2024-04-04 16:00:00+00:00,3368.57861328125,0.0016547286156375351,1.0042097568511963,-0.029392863533062696,19331790.919999998,242984155.33999994,
2024-04-04 20:00:00+00:00,3331.051025390625,-0.01111027786775054,0.9778778553009033,-0.024469890208279832,552414.6849999999,243536570.02499995,
2024-04-05 00:00:00+00:00,3307.20361328125,-0.007008868068223872,0.9556727409362793,-0.018664908593678642,261157.62000000005,243797727.64499995,
2024-04-05 04:00:00+00:00,3286.625732421875,-0.006207603465854139,0.9077003598213196,-0.050490880282828554,215565.65500000006,244013293.29999992,
2024-04-05 08:00:00+00:00,3240.465576171875,-0.014088523344302328,0.8725412487983704,-0.03792571601707928,293920.93500000006,244307214.23499992,
2024-04-05 12:00:00+00:00,3326.114501953125,0.026192301996403877,0.9638378024101257,0.10428926492642188,203947.495,244511161.72999993,
2024-04-05 16:00:00+00:00,3322.306884765625,-0.0011334677464757137,0.9801538586616516,0.01769199850223324,239081.52999999997,244750243.25999993,
2024-04-05 20:00:00+00:00,3318.5390625,-0.0011104276838188598,1.0190528631210327,0.04116532531363504,252557.81,245002801.06999993,
2024-04-06 00:00:00+00:00,3332.9072265625,0.004332363388878324,0.9925106167793274,-0.025702753638488396,204820.80999999997,245207621.87999994,
2024-04-06 04:00:00+00:00,3332.402099609375,-0.0001388913576790829,1.1294918060302734,0.13278776611579945,269855.0700000001,245477476.94999993,
2024-04-06 08:00:00+00:00,3332.431396484375,1.8745743578185703e-05,1.1089414358139038,-0.017353467940998124,409159.255,245886636.20499992,
2024-04-06 12:00:00+00:00,3337.2099609375,0.0014509788855822103,1.1783952713012695,0.06260869382289047,542889.76,246429525.9649999,
2024-04-06 16:00:00+00:00,3349.59326171875,0.0037057585009412364,1.123692512512207,-0.0463935748308939,274716.455,246704242.41999993,
2024-04-06 20:00:00+00:00,3354.390869140625,0.0014857827241386845,1.0880001783370972,-0.03183423621758097,156001.0400000001,246860243.45999995,
2024-04-07 00:00:00+00:00,3389.60205078125,0.01048922895483051,1.0967578887939453,0.008499314301856575,79992.43500000001,246940235.89499998,
2024-04-07 04:00:00+00:00,3388.28564453125,-0.0003785895950627616,1.2056437730789185,0.09683811831691858,87093.385,247027329.27999997,
2024-04-07 08:00:00+00:00,3391.165283203125,0.0008567324642100305,1.2386277914047241,0.028271352577097453,168167.40000000002,247195496.67999998,
2024-04-07 12:00:00+00:00,3393.548583984375,0.0007207086424295683,1.2658271789550781,0.022464370126629274,163887.39500000002,247359384.07499993,
2024-04-07 16:00:00+00:00,3380.181640625,-0.003942543431411205,1.1840542554855347,-0.06612474483591957,253170.72499999998,247612554.79999992,
2024-04-07 20:00:00+00:00,3453.281982421875,0.021476807329183778,1.18970787525177,0.004860549318362106,66065.045,247678619.84499994,
2024-04-08 00:00:00+00:00,3423.00146484375,-0.008778903247292025,1.1551315784454346,-0.028865476019471092,94490.30999999998,247773110.1549999,
2024-04-08 04:00:00+00:00,3474.066650390625,0.014891934033139043,1.124935269355774,-0.02601639942592926,244503.185,248017613.3399999,
2024-04-08 08:00:00+00:00,3629.185302734375,0.04435028731970303,1.1130622625350952,-0.010565333857167847,119198.04000000001,248136811.3799999,
2024-04-08 12:00:00+00:00,3628.90625,-4.347291781570117e-05,1.2463372945785522,0.12439247165847056,760196.4750000001,248897007.8549999,
2024-04-08 16:00:00+00:00,3695.994384765625,0.018386252584043805,1.2717822790145874,0.02061269758275719,11687552.645,260584560.4999999,
