Datetime,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,total_claimed,Implied_APY,Stake,Total_Stake,Target_ENA_Price,ENA_Price_Change,Target_ENA_Price_Change,Target_ENA_Returns,ENA_Returns_Change,Target_ENA_Returns_Change,Circulating Supply,Liquid Circulating Supply,Liquid Circulating Supply Change,Daily Funding Rate,Funding 7-Day MA,DFR_Change,DFR Lag: 1,DFR Lag: 2,DFR Lag: 3,DFR Lag: 4,DFR Lag: 5,SMA_Returns
2024-05-11 00:00:00+00:00,2910.509033203125,0.0003727991344231,0.8401591181755066,-0.0116037934204683,362723.5832120903,494493381.937664,0.006695833333333234,-2004810.53133077,225336341.654897,0.8303555846214294,-0.010093331336975098,-0.009803533554077148,-0.0115197465688796,0.0356619508812929,8.404685158869968e-05,1520312500.0,2004810.5313310623,2004810.5313310623,0.022785,0.0004327142857142863,-0.0013919999999999974,-0.005823000000000005,0.005000000000000001,0.006651999999999998,-0.006245999999999995,0.0007740000000000004,-0.012281823010568524
2024-05-12 00:00:00+00:00,2930.855224609375,0.007043543277634,0.8303555846214294,-0.0115197465688796,270429.30158034223,494763811.23924434,0.012300000000000089,-1057478.09725323,224278863.557644,0.7672584056854248,-0.009803533554077148,-0.06309717893600464,-0.0768415329590367,8.404685158869968e-05,-0.0653217863901571,1520312500.0,1057478.0972530842,1057478.0972530842,0.021542999999999996,-0.00032528571428571545,-0.0012420000000000035,-0.0013919999999999974,-0.005823000000000005,0.005000000000000001,0.006651999999999998,-0.006245999999999995,-0.023463094763703025
2024-05-13 00:00:00+00:00,2949.75927734375,0.0068563645937703,0.7672584056854248,-0.0768415329590367,115658.66559831685,494879469.90484273,0.001591666666666658,1825137.98774373,226104001.545388,0.6918216943740845,-0.06309717893600464,-0.07543671131134033,-0.1021814755141089,-0.0653217863901571,-0.0253399425550722,1520312500.0,-1825137.987744093,-1825137.987744093,0.025828999999999998,0.0001764285714285739,0.004286000000000002,-0.0012420000000000035,-0.0013919999999999974,-0.005823000000000005,0.005000000000000001,0.006651999999999998,-0.03332169098279486
2024-05-14 00:00:00+00:00,2881.265625,-0.0233866381009787,0.6918216943740845,-0.1021814755141089,195866.18389950992,495075336.0887423,0.001879166666666654,708686.973608474,226812688.518996,0.735039234161377,-0.07543671131134033,0.04321753978729248,0.0648323213023185,-0.0253399425550722,0.16701379681642742,1520312500.0,-708686.973608017,-708686.973608017,0.027264,0.0012737142857142843,0.0014350000000000022,0.004286000000000002,-0.0012420000000000035,-0.0013919999999999974,-0.005823000000000005,0.005000000000000001,-0.06351425168067505
2024-05-15 00:00:00+00:00,3036.393798828125,0.0527860188894429,0.735039234161377,0.0648323213023185,59608.882299375706,495134944.9710416,-0.012466666666666737,403572.405081578,227216260.924078,0.6731038689613342,0.04321753978729248,-0.061935365200042725,-0.0859279433747379,0.16701379681642742,-0.1507602646770564,1520312500.0,-403572.4050819874,-403572.4050819874,0.027333000000000003,0.00033328571428571305,6.900000000000309e-05,0.0014350000000000022,0.004286000000000002,-0.0012420000000000035,-0.0013919999999999974,-0.005823000000000005,-0.03806356239027569
2024-05-16 00:00:00+00:00,2943.8408203125,-0.0307695837679576,0.6731038689613342,-0.0859279433747379,144958.06987518366,495279903.0409168,-0.016070833333333256,1592877.51495391,228809138.439032,0.7203881740570068,-0.061935365200042725,0.04728430509567261,0.0701509906852485,-0.1507602646770564,0.1560789340599864,1520312500.0,-1592877.5149540901,-1592877.5149540901,0.021854000000000002,-0.0011637142857142853,-0.005479000000000001,6.900000000000309e-05,0.0014350000000000022,0.004286000000000002,-0.0012420000000000035,-0.0013919999999999974,-0.04109236586217609
2024-05-17 00:00:00+00:00,3093.89306640625,0.0502318592666155,0.7203881740570068,0.0701509906852485,149782.9029354615,495429685.94385225,0.001679166666666676,-679727.698679566,228129410.740352,0.7551188468933105,0.04728430509567261,0.03473067283630371,0.0493397104448205,0.1560789340599864,-0.02081128024042799,1520312500.0,679727.6986801624,679727.6986801624,0.018188,-0.0008555714285714278,-0.0036660000000000026,-0.005479000000000001,6.900000000000309e-05,0.0014350000000000022,0.004286000000000002,-0.0012420000000000035,0.01635178953760971
2024-05-18 00:00:00+00:00,3122.875,0.0094052359034008,0.7551188468933105,0.0493397104448205,70339.66026344834,495500025.6041157,0.06509583333333335,-249616.225152845,227879794.515199,0.7122687101364136,0.03473067283630371,-0.04285013675689697,-0.0579205438095089,-0.02081128024042799,-0.1072602542543294,1520312500.0,249616.22515296936,249616.22515296936,0.018759,-0.0005751428571428539,0.0005710000000000021,-0.0036660000000000026,-0.005479000000000001,6.900000000000309e-05,0.0014350000000000022,0.004286000000000002,0.011187585918443708
2024-05-19 00:00:00+00:00,3072.527587890625,-0.0161554495579216,0.7122687101364136,-0.0579205438095089,174730.25515905872,495674755.8592748,0.04521666666666668,656237.755752116,228536032.270951,0.8348913788795471,-0.04285013675689697,0.12262266874313354,0.1629410181889687,-0.1072602542543294,0.2208615619984776,1520312500.0,-656237.7557520866,-656237.7557520866,0.019663999999999997,-0.00026842857142857224,0.0009049999999999961,0.0005710000000000021,-0.0036660000000000026,-0.005479000000000001,6.900000000000309e-05,0.0014350000000000022,0.020523385773520038
2024-05-20 00:00:00+00:00,3660.17333984375,0.1802999090089104,0.8348913788795471,0.1629410181889687,150448.6065021385,495825204.465777,-0.0023250000000000215,217500.211398075,228753532.482349,0.8863998055458069,0.12262266874313354,0.051508426666259766,0.0641390200484958,0.2208615619984776,-0.0988019981404729,1520312500.0,-217500.21139788628,-217500.21139788628,0.016231,-0.001371142857142859,-0.0034329999999999986,0.0009049999999999961,0.0005710000000000021,-0.0036660000000000026,-0.005479000000000001,6.900000000000309e-05,0.051453394941426776
2024-05-21 00:00:00+00:00,3789.12109375,0.0352705925211167,0.8863998055458069,0.0641390200484958,545179.0586003091,496370383.5243772,0.015124999999999944,-7728337.21346544,221025195.268884,0.8508274555206299,0.051508426666259766,-0.035572350025177,-0.0383734860160933,-0.0988019981404729,-0.10251250606458909,1520312500.0,7728337.213464975,7728337.213464975,0.039404,0.0017342857142857125,0.023173000000000003,-0.0034329999999999986,0.0009049999999999961,0.0005710000000000021,-0.0036660000000000026,-0.005479000000000001,0.05638649814265188
2024-05-22 00:00:00+00:00,3739.32763671875,-0.0127445737935579,0.8508274555206299,-0.0383734860160933,120912.96366920574,496491296.48804647,-0.0011166666666665437,394526.459138119,221419721.728022,0.8644840121269226,-0.035572350025177,0.013656556606292725,0.0188933928353989,-0.10251250606458909,0.0572668788514922,1520312500.0,-394526.459138155,-394526.459138155,0.037641,0.0014725714285714307,-0.0017630000000000007,0.023173000000000003,-0.0034329999999999986,0.0009049999999999961,0.0005710000000000021,-0.0036660000000000026,0.0629021840737904
2024-05-23 00:00:00+00:00,3777.575927734375,0.0112910525516185,0.8644840121269226,0.0188933928353989,79062.0650306667,496570358.5530771,0.0154249999999998,-670859.66099025,220748862.067032,0.8494622111320496,0.013656556606292725,-0.015021800994873047,-0.0145591731613974,0.0572668788514922,-0.0334525659967963,1520312500.0,670859.6609899998,670859.6609899998,0.030000000000000002,0.0011637142857142853,-0.0076409999999999985,-0.0017630000000000007,0.023173000000000003,-0.0034329999999999986,0.0009049999999999961,0.0005710000000000021,0.01488630895593381
2024-05-24 00:00:00+00:00,3726.80126953125,-0.0129619893915807,0.8494622111320496,-0.0145591731613974,140193.6503564809,496710552.2034336,0.06808750000000008,-299081.785895733,220449780.281136,0.9125314354896544,-0.015021800994873047,0.06306922435760487,0.0741413280068581,-0.0334525659967963,0.08870050116825551,1520312500.0,299081.78589606285,299081.78589606285,0.030000000000000002,0.0016874285714285724,0.0,-0.0076409999999999985,-0.0017630000000000007,0.023173000000000003,-0.0034329999999999986,0.0009049999999999961,-0.01134642211403059
2024-05-25 00:00:00+00:00,3750.240234375,0.0064000048513174,0.9125314354896544,0.0741413280068581,84943.98406763739,496795496.1875012,-0.0031958333333332867,804956.701910099,221254736.983046,0.9214012622833252,0.06306922435760487,0.008869826793670765,0.0115490358858532,0.08870050116825551,-0.06259229212100491,1520312500.0,-804956.7019100189,-804956.7019100189,0.030000000000000002,0.001605857142857145,0.0,0.0,-0.0076409999999999985,-0.0017630000000000007,0.023173000000000003,-0.0034329999999999986,0.026158515893619876
2024-05-26 00:00:00+00:00,3825.5595703125,0.0201721145762668,0.9214012622833252,0.0115490358858532,392178.8749318268,497187675.062433,-0.03920000000000001,-3048711.71110461,218206025.271942,0.920253574848175,0.008869826793670765,-0.0011476874351501465,0.0003700995374243,-0.06259229212100491,-0.0111789363484289,1520312500.0,3048711.7111041546,3048711.7111041546,0.030000000000000002,0.0014765714285714278,0.0,0.0,0.0,-0.0076409999999999985,-0.0017630000000000007,0.023173000000000003,0.023710396910437973
2024-05-27 00:00:00+00:00,3894.237060546875,0.0180500070755778,0.920253574848175,0.0003700995374243,56845.80474354034,497244520.8671766,0.07359166666666661,51032990.6748561,269239015.946798,0.8926935195922852,-0.0011476874351501465,-0.027560055255889893,-0.0287940793712301,-0.0111789363484289,-0.0291641789086544,1520312500.0,-51032990.674856186,-51032990.674856186,0.030000000000000002,0.0019670000000000035,0.0,0.0,0.0,0.0,-0.0076409999999999985,-0.0017630000000000007,0.028686821143378543
2024-05-28 00:00:00+00:00,3839.238525390625,-0.0138787302738888,0.8926935195922852,-0.0287940793712301,393464.9612703222,497637985.8284469,-0.009179166666666627,16665550.8892342,285904566.836032,0.8353496193885803,-0.027560055255889893,-0.057343900203704834,-0.0658329888829989,-0.0291641789086544,-0.0370389095117688,1520312500.0,-16665550.889233828,-16665550.889233828,0.03219,-0.0010305714285714362,0.002190000000000001,0.0,0.0,0.0,0.0,-0.0076409999999999985,-0.005624981315984195
2024-05-29 00:00:00+00:00,3762.341064453125,-0.0200612655185088,0.8353496193885803,-0.0658329888829989,36512.90822633174,497674498.7366733,-0.008716666666666595,-1981171.77564773,283923395.060384,0.8710694909095764,-0.057343900203704834,0.035719871520996094,0.0436967174909694,-0.0370389095117688,0.1095297063739683,1520312500.0,1981171.7756478786,1981171.7756478786,0.045185,0.001077714285714293,0.012995,0.002190000000000001,0.0,0.0,0.0,0.0,-0.031418989572268234
2024-05-30 00:00:00+00:00,3747.88818359375,-0.0034873950401091,0.8710694909095764,0.0436967174909694,75307.75208039572,497749806.48875374,-0.004933333333333456,-416075.441145328,283507319.619239,0.878947913646698,0.035719871520996094,0.007878422737121582,0.0105831559793163,0.1095297063739683,-0.0331135615116531,1520312500.0,416075.44114518166,416075.44114518166,0.058265,0.004037857142857142,0.013079999999999994,0.012995,0.002190000000000001,0.0,0.0,0.0,-0.0169767835877532
2024-05-31 00:00:00+00:00,3762.162841796875,0.0040204453721682,0.878947913646698,0.0105831559793163,20559.410958216176,497770365.899712,-0.023262499999999964,3033140.38760737,286540460.006846,0.9084975719451904,0.007878422737121582,0.02954965829849243,0.0339843478205423,-0.0331135615116531,0.023401191841226,1520312500.0,-3033140.3876070976,-3033140.3876070976,0.033112,0.0004445714285714192,-0.025152999999999995,0.013079999999999994,0.012995,0.002190000000000001,0.0,0.0,-0.0038510384709043994
2024-06-01 00:00:00+00:00,3812.92529296875,0.0134655463275712,0.9084975719451904,0.0339843478205423,6884.642508,497777250.54222,-0.03200000000000003,1383470.93872357,287923930.94557,0.9215711951255798,0.02954965829849243,0.013073623180389404,0.0160357455095196,0.023401191841226,-0.017948602311022698,1520312500.0,-1383470.938724041,-1383470.938724041,0.041697,0.0016710000000000058,0.008584999999999995,-0.025152999999999995,0.013079999999999994,0.012995,0.002190000000000001,0.0,0.02942140709694267
2024-06-02 00:00:00+00:00,3782.99560546875,-0.0077750640194924,0.9215711951255798,0.0160357455095196,2832.558745,497780083.10096496,-0.027454166666666557,-650196.893496186,287273734.052074,1.0189017057418823,0.013073623180389404,0.09733051061630249,0.1053486177117559,-0.017948602311022698,0.0893128722022363,1615625000.0,95962696.89349604,95962696.89349604,0.035695,0.0008135714285714274,-0.006002,0.008584999999999995,-0.025152999999999995,0.013079999999999994,0.012995,0.002190000000000001,0.02020108310312607
2024-06-03 00:00:00+00:00,3766.455078125,-0.0041028707377331,1.0189017057418823,0.1053486177117559,221032330.37158448,718812413.4725493,-0.06174583333333339,-756529.130917479,286517204.921156,0.977432131767273,0.09733051061630249,-0.041469573974609375,-0.0393629024891867,0.0893128722022363,-0.1447115202009426,1615625000.0,756529.130918026,756529.130918026,0.041319999999999996,0.0016171428571428587,0.005624999999999998,-0.006002,0.008584999999999995,-0.025152999999999995,0.013079999999999994,0.012995,0.0517895703472726
2024-06-04 00:00:00+00:00,3813.09375,0.0124047822429818,0.977432131767273,-0.0393629024891867,454146.68662746414,719266560.159177,0.09466249999999998,-911862.134948221,285605342.786208,0.9784751534461976,-0.041469573974609375,0.0010430216789246716,0.0019667312919787,-0.1447115202009426,0.0413296337811654,1615625000.0,911862.1349480152,911862.1349480152,0.0308,-0.0001985714285714299,-0.010519999999999995,0.005624999999999998,-0.006002,0.008584999999999995,-0.025152999999999995,0.013079999999999994,0.027340486910696266
2024-06-05 00:00:00+00:00,3864.321533203125,0.0135367169355395,0.9784751534461976,0.0019667312919787,44688.13495564194,719311248.2941325,-0.0908416666666666,-568279.529180336,285037063.257028,0.9510235786437988,0.0010430216789246716,-0.027451574802398793,-0.0277734789717711,0.0413296337811654,-0.0297402102637498,1615625000.0,568279.5291798115,568279.5291798115,0.037628,-0.0010795714285714228,0.006828000000000001,-0.010519999999999995,0.005624999999999998,-0.006002,0.008584999999999995,-0.025152999999999995,0.022650815504849302
